#{"t_start": 1763582221.1856005, "env_id": "None"}
r,l,t
2050.132293,1001,1285.837728
1096.414343,1001,1305.88892
1963.32595,1001,1314.902348
1983.959264,1001,1335.959403
732.230147,1001,1345.855771
1883.549744,1001,1354.89299
966.775843,1001,1374.923468
1645.217096,1001,1383.932745
1323.391942,1001,1402.893236
654.791415,1001,1412.849443
1184.498464,1001,1432.066901
785.502892,1001,1442.024205
2079.458635,1001,1461.85295
1115.964374,1001,1470.832956
1808.011788,1001,1490.777348
662.261892,1001,1500.065252
1906.712841,1001,1520.043202
647.507595,1001,1528.930957
1400.159523,1001,1548.683803
2070.48593,1001,1557.817833
1036.589667,1001,1577.89743
2021.42091,1001,1587.029129
2005.722635,1001,1607.089317
1375.643545,1001,1616.005511
1567.403309,1001,1635.247152
1099.137427,1001,1645.442001
1347.296018,1001,1664.508039
1152.707132,1001,1674.502729
1701.920502,1001,1693.61165
1788.013091,1001,1702.442413
1893.377012,1001,1721.907669
1860.861865,1001,1730.608496
940.4629,639,1747.106041
2106.756695,1001,1756.095431
1973.900837,1001,1765.057698
1757.306139,1001,1785.168984
1533.274531,1001,1793.861778
758.178547,974,1813.985186
1084.926994,1001,1823.127305
1685.012492,1001,1842.603984
893.662181,1001,1851.613654
633.688694,588,1866.673667
1830.928568,1001,1876.808196
1886.682581,1001,1895.587985
2089.823771,1001,1905.473147
1650.908578,1001,1924.039785
1902.408091,1001,1932.906845
2069.932133,1001,1952.827833
1283.708529,1001,1961.735394
1909.027991,1001,1982.355289
1562.386553,1001,1991.120754
2009.188043,1001,2012.426621
1660.569733,1001,2021.456911
1360.483339,1001,2043.044473
2020.859667,1001,2051.700051
1157.74058,1001,2072.03761
1617.290238,1001,2080.861147
1620.092538,1001,2100.34371
859.204893,706,2107.788177
1825.548901,1001,2116.491506
1665.114172,1001,2135.568307
1664.447035,1001,2145.593112
1725.559935,1001,2164.636138
2012.955793,1001,2174.70013
1356.049483,1001,2192.99463
1821.917371,1001,2201.833285
1412.388538,1001,2221.865099
1180.78961,826,2229.160608
1747.288749,1001,2250.821748
1286.47485,1001,2259.517824
2102.209278,1001,2282.743337
750.572585,684,2288.764065
1769.499994,1001,2297.61514
1891.529448,1001,2319.825849
2022.272658,1001,2328.596374
1660.510739,1001,2350.901793
1607.66424,1001,2359.807822
1753.455207,1001,2379.771616
2070.526259,1001,2388.522717
2011.923837,1001,2409.339472
1668.059151,1001,2418.458395
526.576667,462,2433.116712
1754.474098,1001,2442.968739
1782.306172,1001,2461.729967
1625.425174,1001,2470.681171
1778.203769,1001,2491.225988
2078.670433,1001,2500.056192
1660.946338,1001,2520.049697
1561.34396,1001,2528.672127
1621.413112,1001,2549.485348
2084.416057,1001,2558.217066
1518.711732,1001,2566.96932
1634.591919,1001,2587.160634
610.934273,542,2591.877196
2026.202239,1001,2612.201855
1564.315164,1001,2620.941568
1724.599294,1001,2640.87736
1774.399489,1001,2649.71188
1770.373879,1001,2668.792587
1800.454699,1001,2679.068539
1754.906554,1001,2698.009087
2095.914242,1001,2707.957858
1749.710102,1001,2727.247971
1800.178617,1001,2736.131378
2100.753102,1001,2756.023022
1803.302252,1001,2764.824666
1777.537957,1001,2784.42547
1703.130451,1001,2793.212358
2022.311414,1001,2813.35164
1663.322597,1001,2822.124744
1770.911128,1001,2841.725539
884.559278,558,2846.625305
766.697663,557,2851.470573
1791.407136,1001,2871.880863
1509.661087,1001,2881.060738
2007.121986,1001,2906.402391
1562.347718,1001,2915.04939
1836.294158,1001,2933.210802
1755.831295,1001,2943.481449
1606.338362,1001,2962.641086
1179.500708,732,2969.034003
1991.128643,1001,2978.351535
1533.910793,1001,2995.945316
1683.844852,1001,3006.511647
1838.318134,1001,3027.756892
1692.865253,1001,3039.26881
1835.353849,1001,3061.233224
2026.302831,1001,3071.858593
1685.98576,1001,3092.649854
1832.229695,1001,3103.170726
2087.493757,1001,3123.42635
1662.561181,1001,3132.79699
1799.233266,1001,3158.012634
1919.075055,1001,3167.270047
1833.504992,1001,3191.970356
1828.363456,1001,3202.981007
1419.900149,1001,3227.638344
1823.73446,1001,3239.635542
1156.552725,790,3262.722659
1942.168117,1001,3274.283057
1830.071975,1001,3297.303396
1825.149583,1001,3308.608469
292.795307,264,3311.242867
1416.573232,1001,3334.041642
1832.441005,1001,3345.105043
2108.167676,1001,3362.475011
1806.255564,1001,3372.044943
1438.337432,1001,3389.639291
1809.180645,1001,3398.332418
1685.246876,1001,3416.814315
195.63805,254,3418.870039
1652.212308,1001,3427.412334
1659.917809,1001,3446.59922
2124.616945,1001,3455.05564
1711.173605,1001,3473.813566
1991.545026,1001,3482.110637
1830.83044,1001,3502.163337
1727.786519,1001,3512.389288
1836.907839,1001,3532.76716
634.989695,488,3536.971627
1753.22502,1001,3547.127573
1778.181413,1001,3565.180476
2089.00257,1001,3574.423839
1744.561255,1001,3593.285025
1593.300318,1001,3602.799763
1548.456821,1001,3622.087325
2136.619426,1001,3631.125891
1754.558323,1001,3651.830734
