#{"t_start": 1763582221.4019794, "env_id": "None"}
r,l,t
192.214774,1001,11.404892
645.150459,1001,19.095625
1405.307651,1001,40.18447
572.427369,1001,48.738256
574.040859,1001,66.504534
1404.984601,1001,75.575901
73.589016,1001,92.860756
44.828293,1001,101.337904
342.896154,1001,120.496636
1377.912579,1001,128.546781
-43.983497,1001,146.99651
149.321536,1001,155.962143
51.982609,1001,174.312924
898.040319,1001,183.037742
1087.179849,1001,201.744686
1135.929641,1001,210.851917
1479.329277,1001,229.424989
794.250558,1001,237.660279
563.740103,1001,258.554581
185.990877,1001,266.505681
1321.450222,1001,286.965817
409.917657,1001,295.204814
528.836905,1001,316.595245
312.939034,1001,324.826981
472.54414,1001,344.950013
492.119721,1001,353.895789
889.914801,1001,373.106955
405.460427,1001,382.466454
478.672007,1001,400.77087
520.945844,1001,410.748936
1746.752556,1001,430.125114
1696.629311,1001,440.295166
1255.741781,1001,459.015791
1701.22526,1001,468.219188
1181.489209,1001,487.735747
1841.12674,1001,496.391819
1185.514223,1001,516.689494
1480.469264,1001,525.230193
1160.993337,1001,545.192962
699.248942,1001,553.909029
965.960565,1001,574.585148
602.699474,1001,583.422271
1096.397386,1001,601.870141
1662.289288,1001,611.969685
833.695254,1001,620.847113
918.79347,1001,640.772146
1671.418907,1001,649.761017
738.050997,1001,668.127769
1479.782168,1001,678.242449
973.328696,1001,696.418642
1701.597848,1001,706.783733
780.154771,1001,725.116918
734.012906,1001,733.911054
714.149431,1001,755.207581
618.928297,1001,764.059891
803.110853,1001,784.409198
696.890075,1001,793.387393
888.114389,1001,812.643606
612.748134,1001,821.548435
1906.005831,1001,841.727294
1048.862896,1001,850.451192
1492.81034,1001,869.12395
869.005137,1001,879.053598
1362.937029,1001,897.679479
1050.940323,1001,907.849207
1078.951462,1001,927.141724
1010.881748,1001,936.025843
1871.107084,1001,956.399801
667.874812,1001,965.531652
1368.215429,1001,985.626122
1750.399078,1001,994.5037
1475.924371,1001,1014.178048
1640.264474,1001,1023.278494
1007.508848,1001,1043.683075
1629.624173,1001,1052.609387
1987.850467,1001,1072.839674
1549.074101,1001,1081.851226
1578.70742,1001,1101.322287
742.434284,1001,1111.311505
851.059865,1001,1130.128126
905.935721,1001,1140.029182
1709.353785,1001,1159.040093
1565.921343,1001,1168.387572
1597.364846,1001,1188.343465
2037.288516,1001,1197.26924
1945.685334,1001,1217.564056
752.311113,1001,1226.536614
1549.545493,1001,1246.989805
1633.365877,1001,1255.894785
752.141013,1001,1264.797601
1981.865981,1001,1284.436118
1945.327778,1001,1293.35838
1342.638385,1001,1313.377884
978.255255,1001,1322.575883
652.418908,1001,1344.469216
728.845915,1001,1353.488566
726.561794,1001,1373.510575
821.422908,1001,1382.514045
1511.177895,1001,1401.508532
1975.666767,1001,1411.431966
181.419061,219,1413.3873
1035.903735,1001,1432.595245
1619.707036,1001,1442.651506
705.881231,1001,1462.390633
1301.162027,1001,1472.450214
1892.621222,1001,1491.394515
1020.160596,1001,1500.60443
1516.054973,1001,1520.570873
781.849572,1001,1529.447966
2074.278024,1001,1549.268334
1438.43909,1001,1558.403762
663.325144,1001,1578.553039
477.771871,412,1582.310555
992.419187,1001,1601.18512
2091.806996,1001,1611.320119
1312.498032,1001,1630.646116
791.731783,1001,1640.632469
1417.734382,1001,1660.024896
1625.970412,1001,1668.757923
2091.853828,1001,1678.732726
919.993604,1001,1697.780791
1244.346517,1001,1707.726119
331.479765,397,1720.739655
1415.343217,1001,1729.549083
1347.491267,1001,1749.061096
1456.0718,1001,1758.217819
1265.886787,1001,1778.474804
1289.186981,1001,1787.191906
1318.864957,1001,1807.363485
1935.314142,1001,1816.193698
1951.026957,1001,1834.808816
1697.937564,1001,1844.890089
1699.085737,1001,1863.799889
332.628618,265,1866.101732
183.379453,320,1868.91256
1928.247279,1001,1878.858332
269.805572,350,1881.879967
1582.805918,1001,1900.889786
1192.215947,1001,1910.943026
1247.642105,1001,1929.371942
1726.311675,1001,1939.374575
1717.283877,1001,1958.244945
1167.451476,1001,1967.08687
1619.163954,1001,1987.611491
1699.020476,1001,1996.418599
1706.81407,1001,2017.884039
1823.72382,1001,2026.754284
2088.042405,1001,2048.281739
1536.215962,1001,2057.023164
1812.14358,1001,2077.408106
2083.87204,1001,2086.455802
1476.881223,1001,2106.877725
1780.217308,1001,2115.60018
2007.932011,1001,2134.668813
1310.278048,1001,2144.7024
1653.474581,1001,2163.741698
1420.155495,1001,2173.79685
277.20391,251,2175.996584
1679.000012,1001,2194.341782
1695.198532,1001,2203.232304
1689.293806,1001,2223.18673
1657.724394,1001,2232.007658
1572.186532,1001,2253.671999
1578.353633,1001,2262.328833
1779.797837,1001,2285.610116
1767.865991,1001,2294.431968
1626.011801,1001,2316.688053
1753.197301,1001,2325.431727
371.835878,491,2342.841686
738.342818,523,2347.710417
1691.320679,1001,2356.669466
1234.973147,839,2375.286113
1701.998507,1001,2384.070332
1705.699454,1001,2403.815339
1536.135902,1001,2413.989495
1544.230512,1001,2433.379318
1779.74936,1001,2443.243846
1644.613988,1001,2461.982316
1734.601282,1001,2472.036214
1296.759788,1001,2491.470361
1681.561457,1001,2500.315357
1635.620566,1001,2520.292927
1037.301695,679,2526.21578
1797.391636,1001,2534.934927
1771.232947,1001,2555.661372
1734.761358,1001,2564.400328
1478.299798,1001,2584.643801
1783.112228,1001,2593.388407
1797.425596,1001,2613.653161
1889.017234,1001,2622.442687
1808.18567,1001,2642.379722
1704.72789,1001,2651.168873
1762.456201,1001,2670.269883
1656.931695,1001,2680.533873
790.783575,558,2695.61065
1825.023808,1001,2705.545509
1787.050298,1001,2724.886617
1798.678588,1001,2733.718666
1826.748146,1001,2743.873167
1823.026,1001,2762.36379
1737.608676,1001,2772.281098
1789.66217,1001,2790.801841
1781.445229,1001,2799.41853
1965.725852,1001,2819.723848
1754.761556,1001,2828.464824
1368.081117,1001,2848.092422
1806.557143,1001,2856.767081
1808.451661,1001,2877.541318
1783.580478,1001,2886.416713
1601.416095,1001,2911.748448
884.409312,585,2916.740757
1789.054001,1001,2934.874393
1818.567353,1001,2945.005074
1962.906335,1001,2964.17357
1715.970477,1001,2973.862123
1768.697556,1001,2991.234562
1682.457343,1001,3000.002508
1865.065087,1001,3022.530981
1808.818428,1001,3032.723065
1782.197731,1001,3056.451226
1092.220554,825,3063.53792
2045.030915,1001,3074.744834
1844.143041,1001,3095.887129
1817.400979,1001,3107.334806
1598.542975,1001,3126.168047
1793.901859,1001,3135.607728
2077.721576,1001,3160.547602
1487.495869,1001,3170.287485
221.599751,260,3187.455645
1816.252769,1001,3197.782214
738.902677,563,3205.333278
1581.761693,1001,3228.891074
2050.152152,1001,3241.055229
2065.981831,1001,3266.267507
1800.843068,1001,3277.644609
1786.110825,1001,3300.641936
1871.545024,1001,3311.855346
1831.782768,1001,3334.620758
1822.341836,1001,3345.549201
2036.024929,1001,3362.955159
1801.018676,1001,3372.52212
1815.357268,1001,3390.078833
1547.328842,1001,3398.828838
1766.648303,1001,3417.267098
1807.793152,1001,3425.742042
1828.233381,1001,3445.015535
1767.515979,1001,3453.350676
78.547787,159,3454.737226
1755.409667,1001,3473.494342
371.952779,311,3476.096329
1838.308102,1001,3484.416594
1881.055015,1001,3505.744807
1628.333564,1001,3514.951027
1880.924372,1001,3535.022866
1845.191777,1001,3545.102111
1797.543766,1001,3563.421337
1815.944633,1001,3572.734347
1773.163507,1001,3591.205112
1578.248989,1001,3600.931075
1534.162191,1001,3620.151886
2032.310576,1001,3629.230221
1800.799906,1001,3650.018292
