#{"t_start": 1763582221.0866213, "env_id": "None"}
r,l,t
1847.564934,1001,2131.328935
1173.394699,1001,2141.380079
1713.421834,1001,2160.438384
1194.537059,1001,2169.296871
1462.521571,1001,2188.870391
1939.672697,1001,2197.646644
1907.366665,1001,2217.704666
581.605783,442,2221.570365
1743.608155,1001,2230.393496
1708.305824,1001,2252.071609
2067.601954,1001,2260.738534
1712.013938,1001,2283.986809
1794.667212,1001,2292.813703
1944.221217,1001,2315.084611
1386.524071,1001,2323.796127
1843.430035,1001,2345.795169
1893.307031,1001,2354.938132
1345.213361,1001,2374.994694
1768.676303,1001,2383.762805
807.00323,735,2390.215857
1543.442181,1001,2411.095736
2046.248949,1001,2420.078429
1321.768165,1001,2440.552958
1782.895673,1001,2449.397449
1776.189437,1001,2468.122278
548.408101,398,2472.869842
1742.26214,1001,2492.31002
327.792011,283,2494.799192
1623.053558,1001,2503.660393
2114.930167,1001,2523.592333
256.174849,327,2526.471473
1798.815237,1001,2535.179123
1518.38738,947,2555.431292
1854.813142,1001,2564.186779
1777.449839,1001,2584.400377
1540.527439,1001,2593.145182
1652.308263,1001,2613.435351
138.457275,189,2615.073457
2005.250103,1001,2623.909989
1799.006911,1001,2643.800861
1790.505265,1001,2652.615937
1865.233459,1001,2672.842261
1734.737736,1001,2681.973901
1803.29113,1001,2700.936396
1729.458268,1001,2710.872867
279.887083,294,2713.455852
1781.007173,1001,2732.829576
1628.718845,1001,2743.07534
1783.236341,1001,2761.484685
1799.786574,1001,2770.292489
2061.898623,1001,2789.894573
1813.857186,1001,2798.51331
1742.018551,1001,2818.826146
1770.047965,1001,2827.581441
1726.050263,1001,2847.200902
1807.972469,1001,2855.857127
1617.963102,1001,2876.624539
2081.139859,1001,2885.507231
1599.040318,1001,2910.928431
1781.911969,1001,2919.621081
1812.231703,1001,2938.774472
2061.748962,1001,2947.940991
2074.747059,1001,2967.099715
1676.969674,1001,2976.538747
1790.38098,1001,2993.861054
1823.498815,1001,3003.104593
1743.882615,1001,3025.626804
2058.616325,1001,3035.891637
1757.926699,1001,3059.250709
1907.408704,1001,3068.49836
2023.831291,1001,3090.583225
1475.734258,885,3099.693622
1773.705562,1001,3120.560329
1782.530781,1001,3129.506593
1533.784485,1001,3154.550152
1780.432877,1001,3164.063208
1701.722423,1001,3188.566706
1645.01449,1001,3199.04941
1941.302095,1001,3224.194256
2070.816729,1001,3234.942425
1608.577998,1001,3247.920121
1431.966343,1001,3272.988345
1301.437225,1001,3283.872431
1698.983736,1001,3307.351971
1452.596565,1001,3317.262031
1816.026622,1001,3341.141035
1809.819166,1001,3350.102896
1685.821177,1001,3367.674724
1820.307475,1001,3377.26738
1716.490029,1001,3394.814335
1791.788933,1001,3403.516925
1604.887557,1001,3421.899863
1480.723502,1001,3430.405303
1994.25196,1001,3449.58371
1531.779196,1001,3458.031471
1814.072705,1001,3476.757698
2125.535949,1001,3485.106908
1847.173275,1001,3506.451535
1522.571909,1001,3515.679281
192.913449,181,3517.389077
1780.313247,1001,3538.443439
1959.701946,1001,3547.539348
1851.279398,1001,3565.582777
1573.396305,1001,3574.827292
1866.740333,1001,3593.802902
1624.057267,1001,3603.239464
1864.727724,1001,3622.555043
1787.151279,1001,3631.521241
1628.744463,1001,3652.295911
