#{"t_start": 1763582221.5847554, "env_id": "None"}
r,l,t
1613.3196,1001,2564.164152
1756.461262,1001,2584.403293
1754.993301,1001,2593.152898
1948.111953,1001,2613.412315
1774.368047,1001,2622.205811
1917.603863,1001,2642.144163
375.806337,367,2645.383404
1570.087842,1001,2654.196666
214.15099,255,2666.719554
1911.250708,1001,2676.969457
2036.605484,1001,2695.915199
1750.525139,1001,2705.858324
1790.436666,1001,2725.169594
1352.208134,1001,2734.04252
450.65819,400,2738.645565
1759.1592,1001,2757.400029
192.853206,263,2759.740182
1615.918901,1001,2768.534408
1991.488282,1001,2788.158974
1958.781347,1001,2796.816672
1052.492163,757,2814.925638
1452.706542,982,2823.56309
1567.179424,1001,2843.105621
1788.190673,1001,2851.823544
1734.366485,1001,2872.361367
1786.078168,1001,2881.462689
1930.928356,1001,2906.827035
1775.368218,1001,2915.470452
1768.916398,1001,2933.549243
2062.735536,1001,2943.818647
143.654952,190,2945.454304
1839.28167,1001,2964.597655
1841.441933,1001,2974.237882
1858.340315,1001,2991.571155
1731.292169,1001,3000.383934
1455.653776,1001,3022.952322
1907.629686,1001,3033.177514
1863.459766,1001,3056.887496
1673.873432,1001,3065.68241
2067.957209,1001,3088.141649
1837.804901,1001,3098.159327
1815.91442,1001,3119.136734
1734.564512,1001,3128.08215
1828.421088,1001,3153.088635
1676.371519,1001,3162.571279
1797.473586,1001,3173.317821
1433.013714,1001,3197.342523
1692.393492,1001,3209.642219
2048.469421,1001,3233.362339
1835.330283,1001,3245.957953
1998.899271,1001,3271.463988
2042.929876,1001,3282.198661
2055.612213,1001,3305.864324
1859.902492,1001,3315.818959
1637.408259,1001,3339.632854
1739.247576,1001,3348.818853
1729.353526,1001,3366.347916
1482.726347,1001,3375.955407
2039.295288,1001,3393.420945
1711.065835,1001,3402.172117
2128.213611,1001,3420.542136
1832.450096,1001,3429.037204
1864.495974,1001,3448.252378
1570.562345,1001,3456.705341
1674.044287,1001,3475.505017
1854.534891,1001,3483.797124
1809.679744,1001,3505.106027
1577.486599,1001,3514.31279
1826.683869,1001,3534.380798
1690.580341,1001,3544.473412
1797.137644,1001,3562.800086
1961.388691,1001,3572.164665
1676.445745,1001,3590.468545
2053.879652,1001,3600.265206
1755.718061,1001,3619.47343
1847.832234,1001,3628.63921
1881.054568,1001,3649.418382
