#{"t_start": 1763582220.675601, "env_id": "None"}
r,l,t
-49.734931,1001,12.129005
44.43491,1001,19.820553
423.944595,1001,40.911084
184.473656,1001,49.462733
1339.100472,1001,67.228912
1268.921339,1001,76.300478
1177.150314,1001,93.585394
1448.778753,1001,102.062872
757.819136,1001,121.221763
527.627241,1001,129.27248
582.497889,1001,147.721389
-8.063063,1001,156.687148
25.094299,1001,175.037899
16.217635,1001,183.762537
428.23348,1001,202.470006
174.736303,1001,211.576969
1244.417881,1001,230.150121
715.574959,1001,238.384913
1356.072064,1001,259.279912
315.412298,1001,267.230712
289.892254,1001,287.691046
560.828991,1001,295.929904
1416.568115,1001,317.32006
1576.242494,1001,325.552258
607.185463,1001,345.674458
737.981281,1001,354.620837
1025.178001,1001,373.832188
1194.106475,1001,383.190804
482.955485,1001,401.495873
1563.959994,1001,411.473316
582.413726,1001,430.849557
806.322193,1001,441.019592
1573.924968,1001,459.740765
307.251442,1001,468.945678
753.038054,1001,488.460559
555.618031,1001,497.116843
1297.820599,1001,517.41363
1373.48008,1001,525.955639
1210.730208,1001,545.917697
503.081582,1001,554.63412
792.384223,1001,575.309599
1782.023055,1001,584.147416
364.038244,362,587.273538
1087.503024,1001,606.891551
817.600171,1001,615.912215
834.392698,1001,634.326722
670.805319,1001,644.771276
1836.62816,1001,663.166373
1774.808397,1001,673.179117
545.354605,1001,691.541142
1472.95545,1001,700.319892
742.348212,1001,720.249662
611.007738,1001,728.981079
1848.878871,1001,750.378705
1701.239235,1001,759.112884
848.404363,1001,779.437597
1176.241379,1001,788.362183
604.020836,1001,807.729125
1245.919209,1001,816.597094
941.740709,1001,835.74006
1252.400651,1001,845.655412
1175.804495,1001,854.380442
938.057137,1001,874.116479
1021.176836,1001,883.110655
613.04642,1001,901.945042
1421.830033,1001,911.769247
1969.942757,1001,931.060558
730.124054,1001,941.005846
947.847968,1001,960.366206
695.091479,1001,969.609366
1493.988164,1001,989.56184
583.462501,1001,998.394681
1567.284357,1001,1018.105071
564.823625,1001,1027.245379
1669.97118,1001,1047.626112
1821.588773,1001,1056.545163
1614.935988,1001,1076.786763
1093.272678,1001,1085.795081
995.381799,1001,1106.363499
674.398782,1001,1115.25231
1927.814993,1001,1134.055605
1953.183604,1001,1143.964796
125.471013,201,1145.772424
268.110118,220,1147.713987
213.615161,189,1159.511291
856.305658,1001,1168.861061
1741.412992,1001,1188.817046
378.000083,448,1192.808744
877.573143,1001,1201.792201
746.752482,1001,1221.997734
859.630973,1001,1231.279079
849.261411,1001,1251.420503
1395.485163,1001,1260.376746
2040.100441,1001,1280.003782
660.57135,1001,1288.862719
750.333347,1001,1308.907297
942.267288,1001,1318.101395
1219.001613,1001,1340.010118
978.451408,1001,1349.001781
1379.894534,1001,1367.932021
209.579372,219,1369.896976
2040.162091,1001,1380.055409
2058.748979,1001,1399.003855
987.353863,1001,1408.953878
551.303974,1001,1428.06989
1190.564294,1001,1437.060313
1537.337882,1001,1457.960683
769.600557,1001,1466.906725
940.515343,1001,1486.73151
1142.927634,1001,1496.065906
735.827799,1001,1516.026514
2006.068119,1001,1525.057169
1043.40379,1001,1544.797735
1952.284248,1001,1553.757329
1702.265092,1001,1573.973986
720.140442,1001,1583.095516
2088.676095,1001,1601.975774
1562.660246,1001,1612.109895
1986.893454,1001,1631.429689
1060.816856,1001,1641.416695
491.575124,812,1648.718202
1491.542279,1001,1667.844477
1514.895247,1001,1677.858552
1696.25388,1001,1696.919708
220.27625,171,1698.404166
869.70166,1001,1708.355414
1053.568054,1001,1726.698159
1131.430847,1001,1735.303983
1641.820262,1001,1755.149685
1431.343629,1001,1764.224453
1176.011246,1001,1784.358475
1222.552994,1001,1793.043084
1966.686914,1001,1813.377878
1734.269312,1001,1822.532268
1319.728588,1001,1841.936086
1643.378652,1001,1851.026389
1819.099958,1001,1869.70531
1119.095902,1001,1879.649942
914.936159,1001,1898.581906
1737.948868,1001,1908.543028
1892.134987,1001,1927.048496
1545.997882,1001,1935.950089
1432.244056,1001,1955.959738
1714.014959,1001,1964.773314
1705.668945,1001,1985.51292
2041.275758,1001,1994.145446
1577.860593,1001,2015.428481
1976.29773,1001,2024.483961
1597.124797,1001,2046.037732
1689.226126,1001,2054.711782
1089.60738,1001,2075.105096
1057.288314,1001,2084.006647
2068.515424,1001,2103.379943
1704.467786,1001,2113.407947
1695.876389,1001,2132.372255
1219.642169,1001,2142.404878
1526.781559,1001,2161.460168
1962.887544,1001,2170.353626
1889.637069,1001,2189.870466
1631.846444,1001,2198.672625
1272.60213,1001,2218.705634
1127.480806,783,2225.557611
257.314423,424,2229.329743
1753.810702,1001,2251.008739
1743.712943,1001,2259.698052
1579.993732,1001,2282.896146
1967.94491,1001,2291.741896
1629.271035,1001,2314.027512
1722.899449,1001,2322.728294
1388.867656,1001,2344.616826
1796.390468,1001,2353.880039
1774.852307,1001,2373.916219
1768.580658,1001,2382.691435
1590.429992,1001,2402.519213
1561.166002,1001,2412.433865
2071.453735,1001,2432.11491
1772.688047,1001,2441.877038
1858.850457,1001,2450.707372
1787.52042,1001,2469.39859
