#{"t_start": 1763582220.935294, "env_id": "None"}
r,l,t
1379.51485,1001,1492.794837
1216.332978,1001,1501.924303
1128.602781,1001,1521.91575
1108.124838,1001,1530.803397
1164.599189,1001,1550.600478
653.216776,1001,1559.802791
992.044127,1001,1580.00566
735.22814,1001,1588.901849
2088.888921,1001,1608.99589
1799.888664,1001,1617.86566
1298.679948,1001,1637.122361
1988.440004,1001,1647.318081
1046.874865,1001,1666.41955
772.558595,1001,1676.417573
1967.800233,1001,1695.487227
1614.834806,1001,1704.301569
1082.535736,1001,1723.781439
1311.34298,898,1731.523606
1532.704205,1001,1751.146653
1522.194007,1001,1760.37687
1601.561797,1001,1780.569552
2065.879892,1001,1789.317054
1474.715404,1001,1809.546394
1299.542345,1001,1818.282835
1711.99293,1001,1836.959108
815.711466,1001,1847.216615
1622.546836,1001,1865.884823
972.281353,1001,1875.917631
1674.095644,1001,1894.800557
1411.02342,1001,1903.585016
1431.46547,1001,1923.245044
1462.701104,1001,1932.129911
962.455385,1001,1951.999887
2015.465224,1001,1960.952199
1698.499877,1001,1981.621481
1987.270238,1001,1990.329043
1281.104761,1001,2011.714275
246.982695,238,2013.716949
1968.284608,1001,2022.767364
1965.994054,1001,2044.336047
1701.721395,1001,2052.990566
2042.189703,1001,2073.355168
2050.002173,1001,2082.195026
2043.099842,1001,2101.612651
1978.117151,1001,2111.683071
1370.236131,1001,2130.612342
1693.401864,1001,2140.657141
2034.521378,1001,2159.75225
1697.834231,1001,2168.545145
625.777161,583,2174.925394
511.12571,440,2188.420385
2021.994228,1001,2197.134921
1607.709735,1001,2207.155257
1931.770741,1001,2225.936322
1975.644288,1001,2234.795055
1739.751785,1001,2256.423897
2025.396051,1001,2265.083458
1777.691373,1001,2288.37262
1894.508074,1001,2297.215444
1653.557982,1001,2319.4319
1442.12884,956,2327.822341
1613.035311,1001,2350.090176
1774.075343,1001,2358.924201
2105.756923,1001,2378.971745
2111.661852,1001,2387.758133
1410.4697,1001,2408.580211
1713.189863,1001,2417.780151
1783.971489,1001,2437.042722
1700.703771,1001,2446.914949
945.09315,642,2462.521108
1640.036617,1001,2472.566587
1735.841892,1001,2492.006928
1651.686331,1001,2500.849775
714.754969,577,2507.017937
1803.651404,1001,2525.92683
1564.897281,1001,2534.559331
1758.126626,1001,2555.300739
2130.081985,1001,2564.054937
2101.3455,1001,2584.26152
1687.341091,1001,2593.014272
1727.706577,1001,2613.312644
1573.825126,1001,2622.074436
1809.747451,1001,2642.007714
1728.175844,1001,2650.832387
100.232616,194,2652.529337
2118.066301,1001,2672.734203
1767.716374,1001,2681.886434
2065.290063,1001,2700.847733
1807.012147,1001,2710.781639
1962.943671,1001,2730.173909
1771.894051,1001,2740.076667
1890.324401,1001,2758.785238
1821.79688,1001,2767.621122
1795.422112,1001,2787.211223
506.178564,446,2791.166121
1948.60907,1001,2799.772949
1751.587127,1001,2820.082447
2084.771087,1001,2828.829678
1870.776526,1001,2848.449105
1986.580608,1001,2857.114043
1537.064184,1001,2877.903666
1918.675054,1001,2886.778311
1784.571702,1001,2912.116846
1811.994286,1001,2920.713105
1991.445696,1001,2940.327199
1780.349668,1001,2949.174779
1742.476549,1001,2968.280511
802.497412,642,2974.716065
1481.95882,1001,2992.063309
1834.444497,1001,3000.865127
1319.671492,894,3022.391218
2068.762529,1001,3032.525852
1736.438397,1001,3056.412057
1874.379991,1001,3065.010122
2039.747377,1001,3076.269096
1216.830291,854,3096.002643
1847.440527,1001,3107.499835
1805.171939,1001,3126.340682
1753.247902,1001,3135.754114
329.835306,262,3153.628284
1740.20646,1001,3163.138212
1744.30781,1001,3173.874367
1758.733154,1001,3197.85229
1822.952343,1001,3210.184984
1979.921524,1001,3233.89159
1797.906249,1001,3246.411627
883.343694,675,3267.587021
1870.254245,1001,3278.991662
1935.858364,1001,3301.935248
2063.926464,1001,3313.105774
1632.280119,1001,3335.875775
1786.049306,1001,3346.626097
1842.16202,1001,3364.103263
1672.534186,1001,3373.672343
1854.993847,1001,3391.213068
1836.474109,1001,3399.978664
2067.823638,1001,3418.385661
1787.509934,1001,3426.9157
1682.846582,1001,3446.144607
331.936293,308,3448.679242
1639.543248,1001,3457.136936
1847.241894,1001,3475.916773
1643.824922,1001,3484.209244
1750.963801,1001,3505.514584
2090.424833,1001,3514.681104
1385.983931,1001,3534.805916
1808.158933,1001,3544.806996
1702.839537,1001,3563.230774
1631.016646,1001,3572.609508
2063.79989,1001,3590.888818
1720.39615,1001,3600.655928
1795.502221,1001,3619.838845
1806.601713,1001,3629.073706
1787.570391,1001,3649.846038
