#{"t_start": 1763582220.4625185, "env_id": "None"}
r,l,t
1977.169718,1001,3373.157186
2043.840112,1001,3390.733555
1843.150251,1001,3399.433157
1819.481646,1001,3417.917431
2064.385344,1001,3426.407461
1765.986931,1001,3445.653127
1864.498063,1001,3454.006075
2012.034338,1001,3472.848953
2071.305996,1001,3480.997418
2046.487434,1001,3500.901773
1825.35642,1001,3511.188851
846.582444,643,3517.147316
1758.243025,1001,3537.249946
2045.996591,1001,3547.228958
268.255522,271,3549.639614
1938.894228,1001,3567.688248
2059.740658,1001,3576.979985
1876.781773,1001,3596.217472
1643.102055,1001,3606.554525
1832.826747,1001,3624.93641
1899.197185,1001,3633.761289
1735.996654,1001,3654.354463
