#{"t_start": 1763582220.556234, "env_id": "None"}
r,l,t
1911.331644,1001,2254.233271
2100.018514,1001,2262.891591
1727.583552,1001,2286.171126
1810.330919,1001,2294.993102
1787.610083,1001,2317.247751
791.498567,778,2324.021252
1350.771062,1001,2345.990353
1707.328762,1001,2355.156878
2025.282934,1001,2375.21441
1647.471798,1001,2383.986337
1788.990254,1001,2403.721687
1420.862137,1001,2413.837847
1917.362993,1001,2433.305904
1450.997048,1001,2443.142355
1758.009523,1001,2461.9147
1765.168051,1001,2470.676511
1762.87021,1001,2491.431377
1763.366344,1001,2500.234838
2012.968228,1001,2520.240264
1913.621635,1001,2528.844015
1680.241172,1001,2537.649953
1709.079881,1001,2558.396168
1767.258506,1001,2567.143747
1665.86362,1001,2587.357003
1781.252273,1001,2596.10716
1753.521814,1001,2616.38751
1531.47297,1001,2625.212959
1705.528721,1001,2645.123482
1967.523601,1001,2653.935483
1690.242484,1001,2674.222436
1736.2528,1001,2683.267532
1897.390098,1001,2702.269407
1271.147325,1001,2712.17156
1392.389822,1001,2731.545097
2027.070487,1001,2741.605836
1656.054321,1001,2760.206038
1747.142003,1001,2769.017868
1802.154148,1001,2788.60613
1661.446499,1001,2797.346738
1819.546071,1001,2817.54924
1817.807981,1001,2826.317573
1777.852634,1001,2845.926359
1865.939971,1001,2854.584023
1429.260941,1001,2875.319852
1931.534051,1001,2884.270975
1815.342193,1001,2909.608339
1687.342382,1001,2918.259976
1231.990422,826,2934.789856
862.737627,627,2941.805584
1003.677927,725,2948.210399
1734.304391,1001,2967.358157
1811.439542,1001,2976.835236
679.207598,519,2981.077391
1708.596421,1001,2998.734953
1750.653272,1001,3009.475169
782.27213,622,3027.216388
1888.144807,1001,3037.531333
2052.703039,1001,3060.693127
1721.350252,1001,3070.119745
1798.135441,1001,3092.132538
1843.791079,1001,3102.530038
2060.983433,1001,3123.069934
1996.93739,1001,3132.236067
2005.74425,1001,3157.378341
1818.397495,1001,3166.605081
2019.201121,1001,3191.397681
1142.56314,829,3200.218754
1813.438172,1001,3225.259145
1746.290893,1001,3236.040444
1543.025782,1001,3262.541608
1599.82002,1001,3274.05041
2041.966926,1001,3285.007556
1862.983642,1001,3308.419104
1582.533643,1001,3318.326576
1851.648574,1001,3342.250997
2056.406583,1001,3351.089902
1845.927733,1001,3368.68943
2115.397732,1001,3378.254214
2108.759729,1001,3395.825812
2104.508175,1001,3404.467296
1816.067194,1001,3422.968988
1783.681691,1001,3431.374971
1884.580816,1001,3450.573812
1772.271942,1001,3459.03126
1777.609959,1001,3477.697764
1810.324441,1001,3486.07318
1510.709388,1001,3507.461349
1665.482228,1001,3516.728377
1843.649822,1001,3536.880481
716.111158,537,3542.751094
2049.600384,1001,3561.342626
1924.609876,1001,3569.532988
1480.101131,1001,3588.91601
1793.164794,1001,3598.302401
1442.803497,1001,3617.854603
1846.48608,1001,3626.7531
1725.523157,1001,3635.657065
