#{"t_start": 1763582220.806272, "env_id": "None"}
r,l,t
48.070713,1001,11.997426
104.154802,1001,19.689446
-94.375976,1001,40.77986
108.774871,1001,49.331852
1182.194619,1001,67.097985
1262.746961,1001,76.169692
567.371691,1001,93.454444
236.723213,1001,101.931582
-10.936459,1001,121.090406
368.121095,1001,129.140463
1102.267327,1001,147.590229
1027.947752,1001,156.555886
25.29158,1001,174.906847
64.840327,1001,183.631683
1274.921272,1001,202.338798
541.666949,1001,211.445884
1410.534375,1001,230.018994
645.796805,1001,238.253688
177.061294,1001,259.148408
900.473483,1001,267.099378
497.835753,1001,287.559862
623.336769,1001,295.798839
1061.728723,1001,317.188693
671.395195,1001,325.420992
1527.516374,1001,345.546019
412.157029,1001,354.490154
535.756667,1001,373.700629
1348.897355,1001,383.059264
1405.077058,1001,401.364955
656.351356,1001,411.342043
1715.863292,1001,430.718611
695.483759,1001,440.888516
577.439396,1001,459.609835
647.584221,1001,468.812777
1641.862062,1001,488.328991
735.716745,1001,496.985865
635.700925,1001,517.282364
691.829377,1001,525.823857
1414.856743,1001,545.786436
1834.480652,1001,554.50273
1017.917455,1001,575.178801
983.506784,1001,584.016309
1768.33278,1001,602.463412
1753.484729,1001,612.56357
1669.993903,1001,621.440967
539.416438,1001,641.365585
1745.047376,1001,650.35394
689.157329,1001,668.721475
556.500109,1001,678.835841
1667.138267,1001,697.012751
1064.635983,1001,707.377249
698.113729,1001,725.710555
1890.079388,1001,734.504879
1911.034939,1001,755.801029
1646.344468,1001,764.65368
1752.109321,1001,785.002799
1176.957748,1001,793.980119
1672.598884,1001,813.237571
1898.818448,1001,822.142393
741.681651,1001,842.320641
1977.353422,1001,851.045125
445.040746,361,854.241047
1856.943259,1001,873.975286
791.725393,1001,882.970522
1951.082784,1001,901.798777
869.787497,1001,911.627988
143.070093,173,923.693989
1092.268977,1001,932.448468
1951.927111,1001,952.788311
788.222165,1001,961.771878
1916.604171,1001,971.031862
1349.14647,1001,990.957332
875.079071,1001,999.80774
678.219844,1001,1019.500966
1406.360003,1001,1028.637067
1945.718241,1001,1049.03067
1619.157745,1001,1057.939322
1646.89478,1001,1078.246014
787.453265,1001,1087.18316
1286.382147,1001,1107.759334
1940.784734,1001,1116.640835
1060.144268,1001,1135.469324
1194.725826,1001,1145.390673
663.013726,1001,1164.606579
1959.876275,1001,1174.758085
1865.725232,1001,1193.69409
335.588612,273,1196.110499
691.72849,1001,1206.154026
703.495185,1001,1225.290378
1951.347328,1001,1234.630688
2029.218478,1001,1254.765278
2076.927995,1001,1263.677842
1821.328496,1001,1283.337555
1007.464708,1001,1292.140348
2031.213644,1001,1312.239557
794.761247,1001,1321.42736
729.586035,1001,1343.328609
1358.22573,1001,1352.338752
899.324709,1001,1371.275639
1631.083761,1001,1381.396817
986.311134,1001,1400.391885
1670.592969,1001,1410.305552
1149.144485,1001,1429.541745
735.928753,1001,1439.50106
1949.060611,1001,1459.372763
1532.625145,1001,1468.270762
1779.236197,1001,1488.111504
1633.422534,1001,1497.546568
954.882562,1001,1517.373567
1556.710807,1001,1526.428971
1998.313098,1001,1546.171644
1292.252889,1001,1555.121018
2007.406561,1001,1575.34513
717.166996,1001,1584.547523
1470.64854,1001,1603.352569
655.669639,1001,1613.499828
124.659458,206,1615.309626
691.445634,1001,1634.557971
2074.819829,1001,1644.703448
1759.092354,1001,1663.79821
1300.126265,1001,1673.805829
185.783268,205,1675.625899
1717.088835,1001,1694.728406
710.897366,1001,1703.566839
1361.330155,1001,1723.031829
1153.00784,1001,1731.669804
1028.158473,1001,1751.292952
1651.053797,1001,1760.521443
1704.506668,1001,1780.715936
1457.220584,1001,1789.46272
1512.201934,1001,1809.698661
1989.704136,1001,1818.430347
1631.352475,1001,1837.105735
921.279308,1001,1847.360966
1699.659435,1001,1866.029871
1460.300029,1001,1876.06307
841.086117,991,1894.862218
1977.156804,1001,1903.647232
1848.931159,1001,1923.30354
1711.940219,1001,1932.191627
1565.015123,1001,1952.051115
1233.695702,1001,1961.008922
1870.870223,1001,1981.688324
1728.841879,1001,1990.386471
1874.499599,1001,2011.766165
2046.671089,1001,2020.74453
1315.081889,1001,2029.515316
2055.457849,1001,2050.974157
1667.240827,1001,2059.809838
2062.471587,1001,2080.123345
1400.85816,1001,2089.209424
1728.074862,1001,2109.651438
1615.067942,1001,2118.346632
1691.361829,1001,2137.501939
1749.65863,1001,2147.542639
1645.146136,1001,2166.491458
309.438885,243,2168.644488
1668.14765,1001,2188.34424
1849.734701,1001,2197.047294
1938.931062,1001,2207.072086
1798.978854,1001,2225.846551
1720.714138,1001,2234.709345
2130.519781,1001,2256.352921
1366.742411,1001,2264.990735
1774.480526,1001,2288.283788
1200.880694,1001,2297.134773
1844.449485,1001,2319.339733
2043.813859,1001,2328.127599
2071.833904,1001,2350.395537
1750.508724,1001,2359.249521
1734.071066,1001,2379.274561
829.268627,598,2384.522906
1784.679522,1001,2404.271168
1455.967612,1001,2414.422441
1989.373546,1001,2433.834937
1699.080212,1001,2443.702549
1616.003044,1001,2462.436239
1287.463059,1001,2472.496939
239.459192,291,2475.024412
2113.973404,1001,2494.472705
1661.691894,1001,2503.340685
1718.862608,1001,2523.271047
1699.536883,1001,2531.950058
1755.363286,1001,2552.679511
1577.197273,1001,2561.456014
845.653131,680,2567.421486
1806.361272,1001,2587.613219
1776.946462,1001,2596.380296
1813.662544,1001,2616.649105
1770.990934,1001,2625.491386
1048.127191,793,2643.557119
1708.579601,1001,2652.373549
1874.518325,1001,2672.563398
1489.708008,1001,2681.743975
1620.925233,1001,2700.702374
1820.097123,1001,2710.635387
2092.467043,1001,2730.027857
1713.034272,1001,2739.90556
1673.669675,1001,2758.635708
1560.64144,1001,2767.483132
2056.0161,1001,2787.067189
2095.81503,1001,2795.947045
1788.465388,1001,2816.007717
