#{"t_start": 1763582220.8866837, "env_id": "None"}
r,l,t
1688.365796,1001,3041.400811
1854.413562,1001,3062.906136
1778.957016,1001,3073.79039
1920.91987,1001,3094.943786
2097.913554,1001,3106.353738
862.854275,601,3121.78367
1954.199537,1001,3130.909338
1534.969119,1001,3156.02661
2070.809097,1001,3165.338544
1789.373077,1001,3190.020926
1832.274231,1001,3200.710877
1765.72903,1001,3225.621279
1706.646716,1001,3236.410568
1592.85263,1001,3262.883758
1872.503786,1001,3274.439616
1847.728821,1001,3297.468772
1757.89657,1001,3308.763052
1882.721303,1001,3331.542247
1773.412635,1001,3342.692406
1988.946131,1001,3351.371403
1823.081765,1001,3368.940041
1466.635505,1001,3378.504637
2075.890238,1001,3396.125763
1772.546869,1001,3405.725866
2100.660742,1001,3423.219212
1803.93693,1001,3431.603806
1668.032332,1001,3450.826914
1875.344384,1001,3459.269948
1845.451605,1001,3477.882131
1792.631144,1001,3486.313292
1796.207524,1001,3507.774897
1800.611906,1001,3517.04062
1849.626786,1001,3537.103946
199.443022,304,3540.890114
1556.309314,1001,3549.758936
1839.679743,1001,3567.806352
1826.628471,1001,3577.100183
1940.84151,1001,3596.451266
1847.116568,1001,3606.750286
1787.066857,1001,3625.071364
1783.392562,1001,3633.86568
1781.561632,1001,3654.485228
